listing_id,date
256459,2016-10-21
256459,2017-03-12
256459,2017-04-30
256459,2017-05-22
256459,2017-05-28
256459,2017-06-30
256459,2017-08-29
256459,2017-09-08
256459,2017-09-25
256459,2017-10-07
256459,2018-03-09
256459,2018-03-31
256459,2018-04-14
256459,2018-04-30
256459,2018-05-13
256459,2018-05-19
256459,2018-05-30
256459,2018-06-19
256459,2018-07-02
256459,2018-07-24
256459,2018-08-03
256459,2018-08-08
256459,2018-08-23
256459,2018-08-26
256459,2018-09-09
256459,2018-09-16
256459,2018-09-21
256459,2018-09-23
256459,2018-09-27
256459,2018-10-05
256459,2018-10-07
256459,2018-10-12
256459,2018-10-20
256459,2018-10-24
256459,2018-10-25
256459,2018-10-28
256459,2018-11-03
256459,2018-11-08
256459,2018-11-15
256459,2018-11-22
256459,2018-12-06
256459,2018-12-16
256459,2018-12-20
256459,2019-01-23
256459,2019-02-01
256459,2019-03-07
256459,2019-03-10
256459,2019-03-12
256459,2019-03-16
256459,2019-03-31
256459,2019-04-28
256459,2019-05-31
256459,2019-06-03
256459,2019-07-14
256459,2019-07-15
256459,2019-07-27
256459,2019-07-31
256459,2019-08-02
256459,2019-08-08
256459,2019-08-25
256459,2019-09-16
275790,2012-01-10
275790,2014-01-04
275790,2014-06-30
275790,2014-12-22
275790,2018-08-31
275790,2018-12-17
275790,2019-03-05
275790,2019-08-03
284644,2012-06-17
284644,2012-06-19
284644,2015-04-28
284644,2015-05-05
284644,2015-05-27
284644,2015-06-06
284644,2015-07-27
284644,2015-07-30
284644,2015-08-21
284644,2015-08-27
284644,2015-08-29
284644,2015-09-06
284644,2015-09-08
284644,2015-09-30
284644,2015-10-19
284644,2015-11-23
284644,2016-03-15
284644,2016-09-04
284644,2016-09-26
284644,2016-10-23
284644,2017-02-04
284644,2017-02-13
284644,2017-02-24
284644,2017-03-06
284644,2017-04-13
284644,2017-04-17
284644,2017-05-11
284644,2017-05-14
284644,2017-05-31
284644,2017-06-09
284644,2017-06-22
284644,2017-07-03
284644,2017-08-05
284644,2017-08-11
284644,2017-08-17
284644,2017-08-29
284644,2017-09-16
284644,2017-09-25
284644,2017-10-09
284644,2017-10-19
284644,2017-11-11
284644,2017-11-17
284644,2017-11-23
284644,2017-12-04
284644,2017-12-12
284644,2017-12-19
284644,2018-01-12
284644,2018-01-26
284644,2018-03-04
284644,2018-03-10
284644,2018-04-20
284644,2018-04-24
284644,2018-05-03
284644,2018-05-10
284644,2018-05-23
284644,2018-05-27
284644,2018-06-16
284644,2018-06-22
